uid,__fonte,nome_original,nome_canonico,chave_strict,chave_loose,preparo_detectado,grupo,subgrupo,subgrupo_n3
549bb442-5451-59e1-b655-76d8aad876e5,CIQUAL,"Rascasse, crue","Rascasse, crue",rascasse crue,rascasse crue,,,poissons crus,-
54a9fd4f-90c4-5652-977f-042882e457d2,CIQUAL,"Madeleine, pur beurre, préemballée","Madeleine, pur beurre, préemballée",madeleine pur beurre preemballee,madeleine pur beurre preemballee,,,gâteaux et pâtisseries,-
54ad1729-7a63-533a-9682-add220e4a980,TACO,"Bolo, pronto, aipim","Bolo, pronto, aipim",bolo pronto aipim,bolo pronto aipim,,Cereais e derivados,,
54cf5812-a5f7-590a-a0c9-69d0ff8ffed1,INSA,"Castanha, miolo","Castanha, miolo",castanha miolo,castanha miolo,,,,
54d4144f-368a-5493-9da9-2064802a36bb,CIQUAL,"Topinambour, cru","Topinambour, cru",topinambour cru,topinambour,cru,,pommes de terre et autres tubercules,-
54f490b2-4c7c-5168-b159-f48eca449cc3,INSA,Empadão de carne com margarina,Empadão de carne com margarina,empadao de carne com margarina,empadao de carne com margarina,,,,
54f67e69-418f-5eb2-88e3-10b19e5d1b0c,INSA,"Porco, perna gorda assada com margarina","Porco, perna gorda assada com margarina",porco perna gorda assada com margarina,porco perna gorda com margarina,assada,,,
55021f44-4366-5462-bffe-7560bf30a968,INSA,"Lula estufada com cebola, tomate e azeite","Lula estufada com cebola, tomate e azeite",lula estufada com cebola tomate e azeite,lula estufada com cebola tomate e azeite,,,,
5506ebeb-ea00-5579-9ecd-2cf46d416792,CIQUAL,"Pomme de terre dauphine, surgelée, cuite","Pomme de terre dauphine, surgelée, cuite",pomme de terre dauphine surgelee cuite,pomme de terre dauphine surgelee cuite,,,pommes de terre et autres tubercules,-
5515be28-2071-5318-b181-bd2df6e5ff8e,INSA,"Bacalhau com natas, com queijo ralado","Bacalhau com natas, com queijo ralado",bacalhau com natas com queijo ralado,bacalhau com natas com queijo ralado,,,,
551f8bc4-15fe-5ab0-8812-e9e804dc1b50,INSA,Caldeirada de cabrito com azeite e margarina,Caldeirada de cabrito com azeite e margarina,caldeirada de cabrito com azeite e margarina,caldeirada de cabrito com azeite e margarina,,,,
5523b41b-431a-5654-aa8b-a645aee0236c,CIQUAL,"Biscuit sec au beurre, sablé, galette ou palet, au chocolat","Biscuit sec au beurre, sablé, galette ou palet, au chocolat",biscuit sec au beurre sable galette ou palet au chocolat,biscuit sec au beurre sable galette ou palet au chocolat,,,biscuits sucrés,-
55283460-5a43-5022-b5c5-cd0b78367daf,TACO,"Brócolis, cru","Brócolis, cru",brocolis cru,brocolis,cru,"Verduras, hortaliças e derivados",,
5529ca9c-a138-541c-a73b-3fd049be123a,TBCA,218,218,218,218,,,,
552ea51a-d0c4-57d7-b43b-a69a9a58b4d4,CIQUAL,"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)","Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)",eau minerale didier embouteillee gazeuse fortement mineralisee martinique,eau minerale didier embouteillee gazeuse fortement mineralisee martinique,,,eaux,-
554862da-3f33-5856-afd5-0f14dcd71499,CIQUAL,"Croissant au beurre, artisanal","Croissant au beurre, artisanal",croissant au beurre artisanal,croissant au beurre artisanal,,,viennoiseries,-
555c6cfe-a048-59ff-bf8f-5cf62fada3cb,CIQUAL,"Dinde, cuisse, viande sans peau, crue","Dinde, cuisse, viande sans peau, crue",dinde cuisse viande sans peau crue,dinde cuisse viande sans peau crue,,,viandes crues,dinde
556e19bf-3239-58de-b462-56c40f7154ef,CIQUAL,"Chou-fleur, surgelé, cuit","Chou-fleur, surgelé, cuit",chou-fleur surgele cuit,chou-fleur surgele cuit,,,légumes,légumes cuits
55796945-840e-51aa-83a0-99918f493894,INSA,"Sardinha meio gorda conserva em água, sem espinha e sem pele","Sardinha meio gorda conserva em água, sem espinha e sem pele",sardinha meio gorda conserva em agua sem espinha e sem pele,sardinha meio gorda conserva em agua sem espinha e sem pele,,,,
5585e672-f212-54b2-9188-04812b98420d,CIQUAL,"Pois mange-tout ou pois gourmand, cru","Pois mange-tout ou pois gourmand, cru",pois mange-tout ou pois gourmand cru,pois mange-tout ou pois gourmand,cru,,légumes,légumes crus
5598b6ef-214c-507b-a8f0-e186d1475cfd,INSA,Mel de cana,Mel de cana,mel de cana,mel de cana,,,,
5599ed84-e30d-5218-82a0-3762c08e54e0,INSA,"Ervilhas, grão, frescas cruas","Ervilhas, grão, frescas cruas",ervilhas grao frescas cruas,ervilhas grao frescas cruas,,,,
55a9045f-8a59-527f-9928-5038ff654df4,CIQUAL,Marsala,Marsala,marsala,marsala,,,boisson alcoolisées,liqueurs et alcools
55b878f9-3067-5c90-addf-7c111b4a3f98,TACO,"Cação, posta, crua","Cação, posta, crua",cacao posta crua,cacao posta,crua,Pescados e frutos do mar,,
55b971ae-1597-5a26-8fc8-3fc242df1b3e,CIQUAL,"Fougasse, garnie","Fougasse, garnie",fougasse garnie,fougasse garnie,,,sandwichs,-
55ba4a85-eeb0-5261-a71f-2ae3e65dc4a8,TBCA,472,472,472,472,,,,
55c2bd26-eee3-5c9c-be0e-03ed2476f66d,INSA,"Cavalo, bife de alcatra frita, sem molho","Cavalo, bife de alcatra frita, sem molho",cavalo bife de alcatra frita sem molho,cavalo bife de alcatra sem molho,frita,,,
55c3ba92-9b54-5edc-b3aa-3cc31d7532e9,CIQUAL,"Sandwich baguette, crudités diverses, mayonnaise","Sandwich baguette, crudités diverses, mayonnaise",sandwich baguette crudites diverses mayonnaise,sandwich baguette crudites diverses mayonnaise,,,sandwichs,-
55d04417-311a-5e7c-9476-6d4f46e579a4,CIQUAL,"Bretzel, pain frais","Bretzel, pain frais",bretzel pain frais,bretzel pain frais,,,pains et assimilés,pains
55f403e0-7699-5e4f-90fd-869c2ddfb8d1,CIQUAL,Fromage bleu de Bresse allegé environ 15% MG,Fromage bleu de Bresse allegé environ 15% MG,fromage bleu de bresse allege environ 15% mg,fromage bleu de bresse allege environ 15% mg,,,fromages et assimilés,fromages à pâte persillée
55f7ccf5-7263-559f-a4d8-ab9adf320d0a,CIQUAL,Mortadelle,Mortadelle,mortadelle,mortadelle,,,charcuteries et assimilés,autres spécialités charcutières
560f411d-c220-5476-9022-8b2305f5abee,INSA,"Porco, costeleta meio gorda estufada","Porco, costeleta meio gorda estufada",porco costeleta meio gorda estufada,porco costeleta meio gorda estufada,,,,
56119ec7-02ae-5b06-b928-31adc4d54abc,CIQUAL,"Agneau, gigot, braisé","Agneau, gigot, braisé",agneau gigot braise,agneau gigot braise,,,viandes cuites,agneau et mouton
561ca335-2520-5559-b674-19d648a955fe,CIQUAL,"Beurre à 82% MG, doux","Beurre à 82% MG, doux",beurre a 82% mg doux,beurre a 82% mg doux,,,beurres,-
5628e7af-e58f-5b81-ad84-338c159b8bff,TBCA,561,561,561,561,,,,
564eb629-813b-52e9-bbc4-2d2065ef7940,CIQUAL,"Gaufre bruxelloise ou liégeoise, préparation artisanale","Gaufre bruxelloise ou liégeoise, préparation artisanale",gaufre bruxelloise ou liegeoise preparation artisanale,gaufre bruxelloise ou liegeoise preparation artisanale,,,gâteaux et pâtisseries,-
5653538c-24a5-5c1f-a5f2-5a1a788c1b44,INSA,"Pescada, ovas cruas","Pescada, ovas cruas",pescada ovas cruas,pescada ovas cruas,,,,
5654798d-c5d9-5883-9e3a-9fee09e9717a,TACO,"Couve, manteiga, crua","Couve, manteiga, crua",couve manteiga crua,couve manteiga,crua,"Verduras, hortaliças e derivados",,
5674a1aa-f69b-514b-b60a-66e3252ecf81,CIQUAL,Sandwich baguette (aliment moyen),Sandwich baguette (aliment moyen),sandwich baguette aliment moyen,sandwich baguette aliment moyen,,,sandwichs,-
56823550-5061-574b-8db6-06a2743ccb1b,INSA,"Porco, costeleta gorda crua","Porco, costeleta gorda crua",porco costeleta gorda crua,porco costeleta gorda,crua,,,
568351ef-2a1b-5ed4-b9f9-e6578a3151e5,INSA,Arroz de manteiga,Arroz de manteiga,arroz de manteiga,arroz de manteiga,,,,
5699f856-2062-595f-9b71-73356e6ce17c,TACO,"Alho, cru","Alho, cru",alho cru,alho,cru,"Verduras, hortaliças e derivados",,
5699f856-2062-595f-9b71-73356e6ce17c,INSA,Alho cru,Alho cru,alho cru,alho,cru,,,
56a08188-c7af-505d-9556-1ef2b272cbc4,CIQUAL,Bouchée chocolat fourrage fruits à coques et/ou praliné,Bouchée chocolat fourrage fruits à coques et/ou praliné,bouchee chocolat fourrage fruits a coques et/ou praline,bouchee chocolat fourrage fruits a coques et/ou praline,,,chocolats et produits à base de chocolat,-
56a6b5c0-18b8-5cde-9c43-5e6be4cc04a6,TACO,"Abóbora, moranga, refogada","Abóbora, moranga, refogada",abobora moranga refogada,abobora moranga,refogada,"Verduras, hortaliças e derivados",,
56a8f190-0a09-5db1-a145-c45374067d32,CIQUAL,Rond de jambon cuit,Rond de jambon cuit,rond de jambon cuit,rond de jambon cuit,,,charcuteries et assimilés,jambons cuits
56bafa39-1920-5f30-84fa-356a9a92f80d,CIQUAL,"Gingembre, racine crue","Gingembre, racine crue",gingembre racine crue,gingembre racine crue,,,épices,-
56c9ec98-882b-5ba0-970d-1966fb57b42a,CIQUAL,Fromage à pâte molle et croûte fleurie (type camembert),Fromage à pâte molle et croûte fleurie (type camembert),fromage a pate molle et croute fleurie type camembert,fromage a pate molle et croute fleurie type camembert,,,fromages et assimilés,fromages à pâte molle
56de0230-d7b9-5d4f-b9d8-581ef08c05fc,INSA,"Porco, fígado frito com margarina e banha","Porco, fígado frito com margarina e banha",porco figado frito com margarina e banha,porco figado com margarina e banha,frito,,,
56f59f80-ea40-5a76-b64e-d1b233f74eb3,CIQUAL,Fruits de mer (aliment moyen),Fruits de mer (aliment moyen),fruits de mer aliment moyen,fruits de mer aliment moyen,,,mollusques et crustacés cuits,-
57146401-bf88-53e7-8192-155440b390bf,TBCA,471,471,471,471,,,,
5722a9e1-2fa8-521d-abfd-eaf63bc307c5,CIQUAL,Mille-feuille,Mille-feuille,mille-feuille,mille-feuille,,,gâteaux et pâtisseries,-
57423994-a0f8-5a30-9f9f-ed5fb40026df,TACO,"Repolho, branco, cru","Repolho, branco, cru",repolho branco cru,repolho branco,cru,"Verduras, hortaliças e derivados",,
57516c29-6c48-50ae-ba53-8ab27abaeaa5,CIQUAL,"Saucisson brioché, cuit","Saucisson brioché, cuit",saucisson brioche cuit,saucisson brioche cuit,,,charcuteries et assimilés,autres spécialités charcutières
5753f209-ad57-5af4-8f95-924b30fb5f35,CIQUAL,Pâte à pizza cuite,Pâte à pizza cuite,pate a pizza cuite,pate a pizza cuite,,,,
577ca267-bcba-5317-8255-aee716e758c4,CIQUAL,"Liégeois aux fruits, préemballé","Liégeois aux fruits, préemballé",liegeois aux fruits preemballe,liegeois aux fruits preemballe,,,produits laitiers frais et assimilés,autres desserts
5782fd2c-7d1e-5452-94d1-bef50b161cff,INSA,"Cabrito, perna crua","Cabrito, perna crua",cabrito perna crua,cabrito perna,crua,,,
5785d256-d054-52cc-982c-b206eeda3e5a,INSA,Doce de maçã,Doce de maçã,doce de maca,doce de maca,,,,
57880c32-93e4-52cc-9395-cb5d22bd92c4,CIQUAL,Noisette grillée,Noisette grillée,noisette grillee,noisette grillee,,,fruits à coque et graines oléagineuses,-
57af39f1-f1a1-584e-8471-0b8e420eeb4b,CIQUAL,"Lapin de garenne, viande, crue","Lapin de garenne, viande, crue",lapin de garenne viande crue,lapin de garenne viande crue,,,viandes crues,autres viandes
57b2887d-5b38-5947-883c-56cca222985a,CIQUAL,Fécule de pomme de terre,Fécule de pomme de terre,fecule de pomme de terre,fecule de pomme de terre,,,,
57b30562-3146-5213-85dc-88730af102d6,INSA,Nata pasteurizada 36% gordura,Nata pasteurizada 36% gordura,nata pasteurizada 36% gordura,nata 36% gordura,pasteurizada,,,
57e239c6-f23a-5434-af60-3a463b737ef4,CIQUAL,"Chips de pommes de terre nature ou aromatisées, à l'ancienne","Chips de pommes de terre nature ou aromatisées, à l'ancienne",chips de pommes de terre nature ou aromatisees a l ancienne,chips de pommes de terre nature ou aromatisees a l ancienne,,,pommes de terre et autres tubercules,-
57e7ce7d-c1bb-5ca2-afff-b98fb625a67a,INSA,"Vitela, costeleta frita sem molho","Vitela, costeleta frita sem molho",vitela costeleta frita sem molho,vitela costeleta sem molho,frita,,,
580de9ea-7004-5363-ad6a-a9dfbc49ad52,CIQUAL,"Porc, échine, rôtie/cuite au four","Porc, échine, rôtie/cuite au four",porc echine rotie/cuite au four,porc echine rotie/cuite au four,,,viandes cuites,porc
581ab47a-6242-528e-a9ca-4a80c42d1447,CIQUAL,"Veau, escalope, crue","Veau, escalope, crue",veau escalope crue,veau escalope crue,,,viandes crues,bœuf et veau
582699ee-585b-5039-b042-63636cd94767,CIQUAL,"Mulet, rôti/cuit au four","Mulet, rôti/cuit au four",mulet roti/cuit au four,mulet roti/cuit au four,,,poissons cuits,-
582d7e16-492f-5a6d-b4f8-f8a6bf62a5f0,CIQUAL,"Tamarin, fruit mûr, pulpe, cru","Tamarin, fruit mûr, pulpe, cru",tamarin fruit mur pulpe cru,tamarin fruit mur pulpe,cru,,fruits,fruits crus
583fff71-297a-57e6-8edc-12865ab2c147,TBCA,273,273,273,273,,,,
584e32ef-369d-5f90-977b-1ee8366a4d70,INSA,"Leite gordo, UHT","Leite gordo, UHT",leite gordo uht,leite gordo uht,,,,
5851ccb0-3b31-5ee5-8ffe-dc7466093b3b,TBCA,234,234,234,234,,,,
5853a26d-29c3-5a50-8151-59aa2a186d65,CIQUAL,"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)","Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)",eau minerale hepar embouteillee non gazeuse fortement mineralisee vittel 88,eau minerale hepar embouteillee non gazeuse fortement mineralisee vittel 88,,,eaux,-
585c9aa1-c77a-5f0b-bcd6-b863dae237d0,TACO,"Goiaba, doce em pasta","Goiaba, doce em pasta",goiaba doce em pasta,goiaba doce em pasta,,Frutas e derivados,,
585d2d34-eda5-5f59-9680-c6119e1594a6,INSA,Sopa de cebola,Sopa de cebola,sopa de cebola,sopa de cebola,,,,
585e4490-74df-5156-bd98-829b5c382dd9,INSA,Sopa de peixe ,Sopa de peixe,sopa de peixe,sopa de peixe,,,,
586174fd-4cb5-503f-b663-d86a1927e085,INSA,"Sopa, canja de galinha","Sopa, canja de galinha",sopa canja de galinha,sopa canja de galinha,,,,
586d4df0-2d07-5985-8fa9-2f8fd84d82d3,CIQUAL,"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé","Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",fromage de chevre a pate molle non pressee non cuite croute naturelle au lait pasteurise,fromage de chevre a pate molle non pressee non cuite croute naturelle au lait pasteurise,,,fromages et assimilés,fromages à pâte molle
5875e68f-6556-592a-b65f-605d356bda1c,INSA,"Margarina industrial para pastelaria, com sal","Margarina industrial para pastelaria, com sal",margarina industrial para pastelaria com sal,margarina industrial para pastelaria,com sal,,,
5882856d-60a0-52be-8ccf-6c321c12bac4,CIQUAL,"Oie, viande, rôtie/cuite au four","Oie, viande, rôtie/cuite au four",oie viande rotie/cuite au four,oie viande rotie/cuite au four,,,viandes cuites,autres viandes
58a4abd9-8441-57ae-9fc5-0f767acd71fa,INSA,Arroz de frango malandrinho à moda de Monção,Arroz de frango malandrinho à moda de Monção,arroz de frango malandrinho a moda de moncao,arroz de frango malandrinho a moda de moncao,,,,
58cdabdb-7576-5af6-821c-97cbe6a8713c,CIQUAL,"Pois chiche, appertisé, égoutté","Pois chiche, appertisé, égoutté",pois chiche appertise egoutte,pois chiche appertise egoutte,,,légumineuses,légumineuses cuites
58d32aa5-212f-5899-8bad-dac3088d63f2,CIQUAL,"Carotte, surgelée, cuite","Carotte, surgelée, cuite",carotte surgelee cuite,carotte surgelee cuite,,,légumes,légumes cuits
58e6941c-a49f-5377-9a49-627f334e50ca,INSA,Compota de ananás,Compota de ananás,compota de ananas,compota de ananas,,,,
5927c5a0-5af8-544c-aa61-869d7a1fafdb,CIQUAL,"Poulet, haut de cuisse, viande, cru","Poulet, haut de cuisse, viande, cru",poulet haut de cuisse viande cru,poulet haut de cuisse viande,cru,,viandes crues,poulet
592d5cee-3eb1-5701-a7b6-f7b18ae75c9e,CIQUAL,"Poulet, filet, sans peau, cru, label rouge","Poulet, filet, sans peau, cru, label rouge",poulet filet sans peau cru label rouge,poulet filet sans peau label rouge,cru,,viandes crues,poulet
592e23db-8632-57da-af99-dc5c227d9c45,CIQUAL,"Courge doubeurre (butternut), pulpe, cuite","Courge doubeurre (butternut), pulpe, cuite",courge doubeurre butternut pulpe cuite,courge doubeurre butternut pulpe cuite,,,légumes,légumes cuits
592e2fb1-8f7e-5bf9-9c91-8283e3ebaadf,CIQUAL,"Fève, fraîche, surgelée","Fève, fraîche, surgelée",feve fraiche surgelee,feve fraiche surgelee,,,légumineuses,légumineuses fraîches
593195a6-32ca-50da-8497-a7d971386c3c,CIQUAL,"Cardine franche, crue","Cardine franche, crue",cardine franche crue,cardine franche crue,,,poissons crus,-
593bc580-20d7-587c-88ca-73ad402bf497,CIQUAL,"Langue, agneau, crue","Langue, agneau, crue",langue agneau crue,langue agneau crue,,,viandes crues,abats
5946c18c-5e77-5fa6-8f04-49f4d6742261,CIQUAL,Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois,Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois,boisson infantile cereales lactees pour le petit dejeuner des 4/6 mois,boisson infantile cereales lactees pour le petit dejeuner des 4/6 mois,,,laits et boissons infantiles,-
5960687c-25b9-5536-8722-a3b6adbc62e6,INSA,"Ostra, crua","Ostra, crua",ostra crua,ostra,crua,,,
59772ecf-a517-516e-abcf-cd73db142f26,CIQUAL,"Boeuf, joue, crue","Boeuf, joue, crue",boeuf joue crue,boeuf joue crue,,,viandes crues,bœuf et veau
59951519-f0e5-5789-931e-c2060e8dc398,CIQUAL,"Bar rayé ou bar d'Amérique, cru","Bar rayé ou bar d'Amérique, cru",bar raye ou bar d amerique cru,bar raye ou bar d amerique,cru,,poissons crus,-
59a06572-3168-5187-841f-f15051480e1c,TACO,"Lambari, congelado, frito","Lambari, congelado, frito",lambari congelado frito,lambari,congelado / frito,Pescados e frutos do mar,,
59b91bb2-6e5c-5be4-8177-3ff8a19bd6a2,INSA,Gamba crua,Gamba crua,gamba crua,gamba,crua,,,
59c829c9-7722-5470-9590-4510d3759cb4,CIQUAL,Mimolette demi-vieille,Mimolette demi-vieille,mimolette demi-vieille,mimolette demi-vieille,,,fromages et assimilés,fromages à pâte pressée
59de26a1-85de-5f91-9975-77d65a66ba6e,CIQUAL,"Dinde, viande, rôtie/cuite au four","Dinde, viande, rôtie/cuite au four",dinde viande rotie/cuite au four,dinde viande rotie/cuite au four,,,viandes cuites,dinde
59df47f7-abbc-5fc7-b898-b2a00a145b93,CIQUAL,"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)","Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)",eau minerale badoit embouteillee gazeuse moyennement mineralisee st-galmier 42,eau minerale badoit embouteillee gazeuse moyennement mineralisee st-galmier 42,,,eaux,-
59e048b1-e8f6-5250-9d07-8500f58311bc,CIQUAL,"Matière grasse végétale (type margarine) à 70% MG, doux","Matière grasse végétale (type margarine) à 70% MG, doux",matiere grasse vegetale type margarine a 70% mg doux,matiere grasse vegetale type margarine a 70% mg doux,,,margarines,-
59f6cfa1-eb80-5c5d-98fc-ec59188bca7b,INSA,"Frango (1/4) peito e asa com pele, cozidos","Frango (1/4) peito e asa com pele, cozidos",frango 1/4 peito e asa com pele cozidos,frango 1/4 peito e asa com pele cozidos,,,,
59fb0360-6506-55c5-9650-d6d0f1e7cffb,TBCA,28,28,28,28,,,,
5a1a7779-cd64-5d21-bb95-e2011630e2f2,CIQUAL,"Lièvre, viande crue","Lièvre, viande crue",lievre viande crue,lievre viande crue,,,viandes crues,gibier
5a223464-4231-50d4-b860-b833e526f55e,INSA,"Sumo de pêssego, 100%","Sumo de pêssego, 100%",sumo de pessego 100%,sumo de pessego 100%,,,,
